Station,Date,Hour,Tdry,Twet,RH,Tdew
41351,20220528,0,7.4,7.1,96,6.8
41351,20220528,1,6.6,6.3,96,6
41351,20220528,2,5.9,5.7,97,5.5
41351,20220528,3,5.5,5.3,97,5.1
41351,20220528,4,5.7,5.6,98,5.4
41351,20220528,5,5.3,5.2,98,5
41351,20220528,6,5.3,5.2,98,5
41351,20220528,7,7,6.9,98,6.7
41351,20220528,8,6.5,6.4,98,6.2
41351,20220528,9,10.5,10.3,97,10
41351,20220528,10,14.8,12.3,73,10
41351,20220528,11,16.8,13.2,64,10
41351,20220528,12,17.3,13.3,61,9.7
41351,20220528,13,17.9,13.6,59,9.8
41351,20220528,14,18.5,14.1,59,10.4
41351,20220528,15,17.4,13.3,60,9.6
41351,20220528,16,16.8,13.1,63,9.7
41351,20220528,17,15.6,12.5,68,9.7
41351,20220528,18,14.2,11.8,74,9.6
41351,20220528,19,13.2,11.5,80,9.8
41351,20220528,20,14,12.4,82,11
41351,20220528,21,13.3,12.2,87,11.2
41351,20220528,22,13.2,12.2,88,11.3
41351,20220528,23,13.6,12.7,89,11.8
41351,20220529,0,14.5,13.6,90,12.9
41351,20220529,1,13.8,13.3,94,12.9
41351,20220529,2,14,13.2,91,12.6
41351,20220529,3,13.8,13.1,92,12.5
41351,20220529,4,14.1,13.2,90,12.5
41351,20220529,5,15,13.6,85,12.5
41351,20220529,6,14.5,13.6,90,12.9
41351,20220529,7,15.4,13.7,82,12.4
41351,20220529,8,15.4,14,85,12.9
41351,20220529,9,16.2,14,77,12.2
41351,20220529,10,17.7,14.4,68,11.7
41351,20220529,11,18,14.5,66,11.6
41351,20220529,12,17.6,14.9,73,12.7
41351,20220529,13,18.6,14.4,61,11
41351,20220529,14,17.9,13.5,58,9.5
41351,20220529,15,17.4,13.8,65,10.8
41351,20220529,16,17.2,13.5,64,10.4
41351,20220529,17,17,14,70,11.5
41351,20220529,18,17.3,14.5,72,12.2
41351,20220529,19,17.3,14.7,74,12.6
41351,20220529,20,16.3,15,86,14
41351,20220529,21,16.2,15.2,89,14.4
41351,20220529,22,16.6,15.8,92,15.3
41351,20220529,23,16.6,16,94,15.6
41351,20220530,0,16.9,16.4,95,16.1
41351,20220530,1,16.9,16.5,96,16.3
41351,20220530,2,17,16.6,96,16.4
41351,20220530,3,17.8,17.5,97,17.3
41351,20220530,4,18.6,18.2,96,18
41351,20220530,5,18.8,18.2,94,17.8
41351,20220530,6,18.5,18.2,97,18
41351,20220530,7,18.9,18.5,96,18.3
41351,20220530,8,19.1,18.5,94,18.1
41351,20220530,9,18.5,18.1,96,17.9
41351,20220530,10,17.3,16.8,95,16.5
41351,20220530,11,17.3,16.9,96,16.7
41351,20220530,12,18.3,17.5,92,17
41351,20220530,13,18.6,17.6,90,16.9
41351,20220530,14,20.1,18.5,85,17.5
41351,20220530,15,20.4,18.5,82,17.2
41351,20220530,16,20.3,18.7,85,17.7
41351,20220530,17,19.2,18.4,92,17.9
41351,20220530,18,18.4,17.9,95,17.6
41351,20220530,19,17,16.6,96,16.4
41351,20220530,20,16.4,15.9,95,15.6
41351,20220530,21,15,14.6,96,14.4
41351,20220530,22,14.2,13.9,97,13.7
41351,20220530,23,14,13.8,98,13.7
41351,20220531,0,14.5,14.2,97,14
41351,20220531,1,13.4,13.1,96,12.8
41351,20220531,2,14.5,14.3,98,14.2
41351,20220531,3,15.3,15.1,98,15
41351,20220531,4,15.2,14.9,97,14.7
41351,20220531,5,13.5,13.2,96,12.9
41351,20220531,6,11.9,11.7,97,11.4
41351,20220531,7,11.2,11.1,98,10.9
41351,20220531,8,12,11.9,99,11.9
41351,20220531,9,15.5,15.3,98,15.2
41351,20220531,10,16.9,15.4,85,14.4
41351,20220531,11,19.3,17.1,79,15.6
41351,20220531,12,19.6,16.6,72,14.4
41351,20220531,13,19.7,16.8,73,14.7
41351,20220531,14,20,16.8,71,14.6
41351,20220531,15,18.9,16.9,81,15.6
41351,20220531,16,18.4,16.7,83,15.5
41351,20220531,17,18.1,16.7,86,15.7
41351,20220531,18,18.3,17.6,93,17.2
41351,20220531,19,18.4,17.6,92,17.1
41351,20220531,20,18.3,17.1,88,16.3
41351,20220531,21,18.6,17.9,93,17.5
41351,20220531,22,17.1,16.4,93,16
41351,20220531,23,17.1,16.7,96,16.5
41351,20220601,0,17.6,17.2,96,17
41351,20220601,1,17.8,17.2,94,16.8
41351,20220601,2,17.2,16.5,93,16.1
41351,20220601,3,17.2,16.4,92,15.9
41351,20220601,4,16.8,16.2,94,15.8
41351,20220601,5,17.3,16.6,93,16.2
41351,20220601,6,17,16.2,92,15.7
41351,20220601,7,16.9,15.9,90,15.3
41351,20220601,8,16.5,15.7,91,15
41351,20220601,9,17.8,16.4,86,15.4
41351,20220601,10,19.3,17.2,80,15.8
41351,20220601,11,20,17.3,75,15.4
41351,20220601,12,20.4,17,69,14.5
41351,20220601,13,19.8,16.5,70,14.2
41351,20220601,14,20.7,16.9,66,14.1
41351,20220601,15,20.5,16.9,68,14.4
41351,20220601,16,19.5,16.4,71,14.1
41351,20220601,17,18.6,16,75,14.1
41351,20220601,18,18.4,14.9,67,12.2
41351,20220601,19,17,14.4,74,12.3
41351,20220601,20,17.8,14.8,71,12.5
41351,20220601,21,17.2,14.5,73,12.3
41351,20220601,22,16.9,14.5,76,12.7
41351,20220601,23,16.6,14.8,81,13.3
41351,20220602,0,17,15.1,81,13.7
41351,20220602,1,16.7,15.1,83,13.8
41351,20220602,2,16.2,14.8,85,13.7
41351,20220602,3,16.3,14.8,84,13.6
41351,20220602,4,16.4,15.1,86,14.1
41351,20220602,5,17,15.3,83,14.1
41351,20220602,6,17,15.2,82,13.9
41351,20220602,7,16.8,15.4,86,14.4
41351,20220602,8,17.2,15.9,87,15
41351,20220602,9,17.3,15.7,84,14.6
41351,20220602,10,16.6,15.7,90,15
41351,20220602,11,14.5,13.4,88,12.5
41351,20220602,12,14,13.4,93,12.9
41351,20220602,13,14,13.5,94,13.1
41351,20220602,14,14.9,13.5,85,12.4
41351,20220602,15,14.6,13.3,86,12.3
41351,20220602,16,14.9,13.9,89,13.1
41351,20220602,17,14.4,13.2,86,12.1
41351,20220602,18,14.3,13.3,89,12.5
41351,20220602,19,13.2,12.5,92,11.9
41351,20220602,20,11.6,11.2,95,10.8
41351,20220602,21,13,12.8,97,12.5
41351,20220602,22,13.7,13.1,93,12.6
41351,20220602,23,14.3,13.5,91,12.9
41351,20220603,0,14.3,13.6,92,13
41351,20220603,1,14.2,13.6,93,13.1
41351,20220603,2,14.3,13.7,93,13.2
41351,20220603,3,14.2,13.7,94,13.2
41351,20220603,4,14.2,13.8,95,13.4
41351,20220603,5,14.7,13.8,90,13.1
41351,20220603,6,14.5,13.3,87,12.4
41351,20220603,7,14.7,13.4,86,12.4
41351,20220603,8,14.8,13.6,87,12.7
41351,20220603,9,15.9,13.9,79,12.3
41351,20220603,10,16.3,13.6,72,11.2
41351,20220603,11,17,14,70,11.5
41351,20220603,12,16.3,14.4,80,12.9
41351,20220603,13,16.9,14.5,76,12.7
41351,20220603,14,16,14.3,82,12.9
41351,20220603,15,14,13.1,90,12.4
41351,20220603,16,14.3,13.6,92,13
41351,20220603,17,13.8,12.8,88,11.9
41351,20220603,18,12.8,12.3,94,11.9
41351,20220603,19,12.4,12.1,96,11.8
41351,20220603,20,12.2,12,98,11.9
41351,20220603,21,13,12.8,98,12.7
41351,20220603,22,13.7,13.3,95,12.9
41351,20220603,23,13,12.3,92,11.7
41351,20220604,0,13.5,12.7,91,12.1
41351,20220604,1,12.5,12,94,11.6
41351,20220604,2,12,11.5,94,11.1
41351,20220604,3,12.2,11.9,96,11.6
41351,20220604,4,12.1,11.8,96,11.5
41351,20220604,5,11.3,10.9,95,10.5
41351,20220604,6,9.5,9.3,97,9.1
41351,20220604,7,8.9,8.8,98,8.6
41351,20220604,8,8.9,8.8,98,8.6
41351,20220604,9,12,11.8,98,11.7
41351,20220604,10,14.6,13.6,89,12.8
41351,20220604,11,17.1,14.5,74,12.4
41351,20220604,12,17.1,14.6,75,12.7
41351,20220604,13,17.9,14.4,66,11.5
41351,20220604,14,18.2,14.2,62,10.8
41351,20220604,15,18.4,14,59,10.3
41351,20220604,16,18.6,14.5,62,11.2
41351,20220604,17,15.4,12.6,70,10
41351,20220604,18,13.4,12.1,85,10.9
41351,20220604,19,13.2,12.5,92,11.9
41351,20220604,20,12.4,11.5,89,10.6
41351,20220604,21,12.9,12.1,90,11.3
41351,20220604,22,13,11.9,87,10.9
41351,20220604,23,13,11.8,86,10.7
41351,20220605,0,12.6,11.5,87,10.5
41351,20220605,1,11.2,10.6,92,10
41351,20220605,2,13.4,12.1,85,10.9
41351,20220605,3,13.8,12.3,83,11
41351,20220605,4,13.6,11.9,81,10.4
41351,20220605,5,13.6,11.9,81,10.4
41351,20220605,6,14.1,12.4,81,10.9
41351,20220605,7,14.2,12.7,83,11.4
41351,20220605,8,14.2,13.1,88,12.3
41351,20220605,9,14.5,13.5,89,12.7
41351,20220605,10,16.6,14.4,77,12.6
41351,20220605,11,16.9,14.1,72,11.8
41351,20220605,12,15.3,14.2,88,13.3
41351,20220605,13,14.5,14,94,13.6
41351,20220605,14,15.2,14.5,92,13.9
41351,20220605,15,15.3,14.6,92,14
41351,20220605,16,14.8,14.4,95,14
41351,20220605,17,15,14.4,93,13.9
41351,20220605,18,15.4,14.5,90,13.8
41351,20220605,19,15.2,14.3,90,13.6
41351,20220605,20,15,14.1,90,13.4
41351,20220605,21,15.3,14.7,93,14.2
41351,20220605,22,15.4,14.8,93,14.3
41351,20220605,23,15.2,14.7,94,14.3
41351,20220606,0,15.2,14.6,93,14.1
41351,20220606,1,14.5,14,94,13.6
41351,20220606,2,15,14.7,97,14.5
41351,20220606,3,15,14.8,98,14.7
41351,20220606,4,15,14.8,98,14.7
41351,20220606,5,14.8,14.6,98,14.5
41351,20220606,6,15.2,15,98,14.9
41351,20220606,7,15.4,15.2,98,15.1
41351,20220606,8,15.7,15.4,97,15.2
41351,20220606,9,16.1,15.8,97,15.6
41351,20220606,10,16.3,16,97,15.8
41351,20220606,11,15.8,15.5,97,15.3
41351,20220606,12,16.7,16.3,96,16.1
41351,20220606,13,18.6,16.9,83,15.7
41351,20220606,14,19,16.7,78,15.1
41351,20220606,15,18.9,16.6,78,15
41351,20220606,16,16.8,15.6,88,14.8
41351,20220606,17,16.3,15.6,92,15
41351,20220606,18,15.7,15.2,95,14.9
41351,20220606,19,14.6,14.3,96,14
41351,20220606,20,13.4,13.2,97,12.9
41351,20220606,21,12.3,12.1,98,12
41351,20220606,22,11.2,11.1,98,10.9
41351,20220606,23,10.5,10.4,98,10.2
41351,20220607,0,9.7,9.6,99,9.6
41351,20220607,1,8.7,8.6,99,8.6
41351,20220607,2,8.9,8.8,99,8.8
41351,20220607,3,9.5,9.4,99,9.4
41351,20220607,4,10.1,10.1,100,10.1
41351,20220607,5,11,11,100,11
41351,20220607,6,11.3,11.3,100,11.3
41351,20220607,7,11.5,11.5,100,11.5
41351,20220607,8,12.1,12.1,100,12.1
41351,20220607,9,12.5,12.5,100,12.5
41351,20220607,10,14.5,14.5,100,14.5
41351,20220607,11,15.1,15.1,100,15.1
41351,20220607,12,16.9,16.6,97,16.4
41351,20220607,13,17.2,16.3,91,15.7
41351,20220607,14,16.9,16.6,97,16.4
41351,20220607,15,17.2,17,98,16.9
41351,20220607,16,16.6,16.4,98,16.3
41351,20220607,17,15.9,15.7,98,15.6
41351,20220607,18,15.5,15.3,98,15.2
41351,20220607,19,16.1,15.9,98,15.8
41351,20220607,20,16.3,16.1,98,16
41351,20220607,21,15,14.3,92,13.7
41351,20220607,22,14.9,14.4,94,13.9
41351,20220607,23,16.1,15.5,94,15.1
41351,20220608,0,16.4,15.7,93,15.3
41351,20220608,1,16.2,15.6,94,15.2
41351,20220608,2,16.4,15.8,94,15.4
41351,20220608,3,15,14.6,96,14.4
41351,20220608,4,12.4,12.1,96,11.8
41351,20220608,5,10.9,10.8,98,10.6
41351,20220608,6,10,9.9,98,9.7
41351,20220608,7,9.2,9.1,98,8.9
41351,20220608,8,9.5,9.4,99,9.4
41351,20220608,9,13.1,13.1,100,13.1
41351,20220608,10,14.7,14.3,95,13.9
41351,20220608,11,16.8,15.4,86,14.4
41351,20220608,12,18.4,15.9,76,14.1
41351,20220608,13,18.8,15.8,72,13.7
41351,20220608,14,18.2,15.5,74,13.5
41351,20220608,15,19,16,72,13.8
41351,20220608,16,17.3,15,77,13.2
41351,20220608,17,16,14.3,82,12.9
41351,20220608,18,14.7,13.6,88,12.7
41351,20220608,19,13.9,13.2,92,12.6
41351,20220608,20,13.6,12.9,92,12.3
41351,20220608,21,11.8,11.4,95,11
41351,20220608,22,11.1,10.8,96,10.5
41351,20220608,23,11,10.8,97,10.6
41351,20220609,0,10.7,10.5,97,10.3
41351,20220609,1,11,10.9,98,10.7
41351,20220609,2,12.9,12.4,94,12
41351,20220609,3,11.9,11.6,96,11.3
41351,20220609,4,11.8,11.6,97,11.3
41351,20220609,5,12.7,12.5,98,12.4
41351,20220609,6,12.9,12.7,98,12.6
41351,20220609,7,12.8,12.6,98,12.5
41351,20220609,8,13.2,13.1,99,13.1
41351,20220609,9,13.9,13.8,99,13.8
41351,20220609,10,15.8,15.7,99,15.6
41351,20220609,11,15.9,15.2,92,14.6
41351,20220609,12,16.3,15.4,90,14.7
41351,20220609,13,17,15.5,85,14.5
41351,20220609,14,14.5,13,83,11.7
41351,20220609,15,16,14.3,82,12.9
41351,20220609,16,16.1,13,68,10.2
41351,20220609,17,15.3,12.4,69,9.7
41351,20220609,18,14.3,11.7,71,9.1
41351,20220609,19,13.9,12.1,80,10.5
41351,20220609,20,11.8,10.7,87,9.7
41351,20220609,21,11.8,11.2,92,10.5
41351,20220609,22,12.7,11.7,88,10.8
41351,20220609,23,12.2,11.3,89,10.5
41351,20220610,0,12.6,11.5,87,10.5
41351,20220610,1,12.6,11.6,88,10.7
41351,20220610,2,12.2,11.2,88,10.3
41351,20220610,3,11.5,10.7,90,9.9
41351,20220610,4,12,11.4,92,10.8
41351,20220610,5,12.2,11.6,93,11.1
41351,20220610,6,12.4,11.8,93,11.3
41351,20220610,7,13.2,12.7,94,12.3
41351,20220610,8,13.2,12.5,92,11.9
41351,20220610,9,13.2,12.4,91,11.8
41351,20220610,10,15.1,13.8,86,12.8
41351,20220610,11,16.5,14.3,77,12.5
41351,20220610,12,17.5,15.1,76,13.2
41351,20220610,13,17.9,14.6,68,11.9
41351,20220610,14,18.3,14.6,65,11.6
41351,20220610,15,17.8,14.6,69,12.1
41351,20220610,16,17.1,14,69,11.4
41351,20220610,17,16,13.1,70,10.6
41351,20220610,18,15.3,13.6,82,12.3
41351,20220610,19,14.4,13.4,89,12.6
41351,20220610,20,14.3,13.3,89,12.5
41351,20220610,21,13.7,13.1,93,12.6
41351,20220610,22,13.8,13.4,95,13
41351,20220610,23,13.8,13.3,94,12.9
41351,20220611,0,13.5,13.1,95,12.7
41351,20220611,1,13.8,13.3,94,12.9
41351,20220611,2,14,13.2,91,12.6
41351,20220611,3,14.1,13.6,94,13.2
41351,20220611,4,14.4,13.8,93,13.3
41351,20220611,5,14.1,13.4,92,12.8
41351,20220611,6,13.6,12.9,92,12.3
41351,20220611,7,13.7,12.9,91,12.3
41351,20220611,8,13.5,13,94,12.6
41351,20220611,9,14.9,13.6,86,12.6
41351,20220611,10,15.5,14.6,90,13.9
41351,20220611,11,16.6,14.9,82,13.5
41351,20220611,12,18.4,15.3,70,12.9
41351,20220611,13,12.8,12,91,11.4
41351,20220611,14,14.9,14.2,92,13.6
41351,20220611,15,16.7,14.8,80,13.2
41351,20220611,16,16.4,14.6,81,13.1
41351,20220611,17,15.7,14.5,87,13.6
41351,20220611,18,15,14.2,91,13.6
41351,20220611,19,13,12.5,94,12.1
41351,20220611,20,12.1,11.9,97,11.6
41351,20220611,21,13.1,12.9,98,12.8
41351,20220611,22,13.3,13.1,98,13
41351,20220611,23,13.4,13.2,98,13.1
41351,20220612,0,12.7,12.4,96,12.1
41351,20220612,1,12,11.8,97,11.5
41351,20220612,2,12.7,12.5,97,12.2
41351,20220612,3,13.4,13,95,12.6
41351,20220612,4,12.4,12.1,96,11.8
41351,20220612,5,11.7,11.4,96,11.1
41351,20220612,6,12.2,11.8,95,11.4
41351,20220612,7,12.6,12,93,11.5
41351,20220612,8,13.4,12.7,92,12.1
41351,20220612,9,13.8,12.5,85,11.3
41351,20220612,10,13.6,12.4,86,11.3
41351,20220612,11,13.9,12.9,89,12.1
41351,20220612,12,15.8,14.1,82,12.7
41351,20220612,13,16.6,14.6,79,12.9
41351,20220612,14,17.4,14.4,70,11.9
41351,20220612,15,17.2,14.5,73,12.3
41351,20220612,16,16.7,14.2,75,12.3
41351,20220612,17,16.2,14.2,79,12.6
41351,20220612,18,15.6,13.8,81,12.4
41351,20220612,19,14.7,13.7,89,12.9
41351,20220612,20,15.2,13.8,85,12.7
41351,20220612,21,15.5,13.5,79,11.9
41351,20220612,22,14.7,13.3,84,12
41351,20220612,23,13.9,13.2,92,12.6
41351,20220613,0,13.6,13,93,12.5
41351,20220613,1,14,13.6,95,13.2
41351,20220613,2,15.4,14.5,90,13.8
41351,20220613,3,13.2,12.6,93,12.1
41351,20220613,4,12.7,11.6,87,10.6
41351,20220613,5,12.7,11.7,88,10.8
41351,20220613,6,13,11.8,86,10.7
41351,20220613,7,14.3,11,64,7.6
41351,20220613,8,12.8,10.3,71,7.7
41351,20220613,9,14,11.7,74,9.5
41351,20220613,10,15.6,11.2,55,6.6
41351,20220613,11,14.4,11.4,67,8.4
41351,20220613,12,13.7,11.3,73,9
41351,20220613,13,14.8,11.1,61,7.4
41351,20220613,14,15.1,10.8,55,6.2
41351,20220613,15,15.4,10.8,53,5.9
41351,20220613,16,12.8,10.8,77,8.9
41351,20220613,17,13.9,10.8,66,7.7
41351,20220613,18,14.4,11.1,64,7.7
41351,20220613,19,14.5,10.6,58,6.4
41351,20220613,20,14.8,10.3,53,5.3
41351,20220613,21,14.1,10.5,61,6.7
41351,20220613,22,11,9.7,84,8.4
41351,20220613,23,11.9,10.5,83,9.1
41351,20220614,0,12.8,10.6,74,8.3
41351,20220614,1,13.4,11,73,8.7
41351,20220614,2,13.1,11.3,79,9.6
41351,20220614,3,11.8,10.8,88,9.9
41351,20220614,4,12.2,9,63,5.4
41351,20220614,5,12.9,10.5,72,8
41351,20220614,6,13.1,10.2,67,7.1
41351,20220614,7,12.6,10.6,76,8.5
41351,20220614,8,13,10.6,72,8.1
41351,20220614,9,14.2,11.4,69,8.6
41351,20220614,10,15.6,11.6,59,7.6
41351,20220614,11,16.5,11.5,51,6.3
41351,20220614,12,16.3,11.8,55,7.3
41351,20220614,13,16.4,12,56,7.6
41351,20220614,14,17.1,12.8,58,8.8
41351,20220614,15,16.2,11.7,55,7.2
41351,20220614,16,16.1,11.9,58,7.9
41351,20220614,17,13.5,11.3,75,9.2
41351,20220614,18,13.1,11.8,85,10.6
41351,20220614,19,13.1,11.4,80,9.7
41351,20220614,20,12.3,11.5,90,10.7
41351,20220614,21,13.5,10.9,71,8.4
41351,20220614,22,13.9,10.8,66,7.7
41351,20220614,23,13.8,11.7,76,9.7
41351,20220615,0,13.3,11.8,83,10.5
41351,20220615,1,13,12,88,11.1
41351,20220615,2,13.4,12.1,85,10.9
41351,20220615,3,12.8,11.9,89,11
41351,20220615,4,13,12.2,90,11.4
41351,20220615,5,12.9,12.1,91,11.5
41351,20220615,6,12.9,11.9,88,11
41351,20220615,7,12.8,12.1,92,11.5
41351,20220615,8,12.6,11.9,92,11.3
41351,20220615,9,13.5,12.7,91,12.1
41351,20220615,10,16,13,69,10.3
41351,20220615,11,13.9,12.9,89,12.1
41351,20220615,12,15.6,14.1,84,12.9
41351,20220615,13,16.4,13.5,70,10.9
41351,20220615,14,15.7,13.9,81,12.5
41351,20220615,15,15.7,13.6,78,11.9
41351,20220615,16,15,13.3,82,12
41351,20220615,17,13.7,12.4,85,11.2
41351,20220615,18,13,11.8,86,10.7
41351,20220615,19,13.1,11.8,85,10.6
41351,20220615,20,10.9,10.3,92,9.7
41351,20220615,21,11.2,10.9,96,10.6
41351,20220615,22,12,11.6,95,11.2
41351,20220615,23,11.3,10.8,94,10.4
41351,20220616,0,10.2,9.9,96,9.6
41351,20220616,1,11.5,10.7,90,9.9
41351,20220616,2,13.2,11.8,84,10.6
41351,20220616,3,11.8,10.5,84,9.2
41351,20220616,4,10.7,10.2,93,9.6
41351,20220616,5,11.6,10.6,88,9.7
41351,20220616,6,9.7,9.3,95,9
41351,20220616,7,9.4,9.1,96,8.8
41351,20220616,8,8.9,8.6,96,8.3
41351,20220616,9,11.7,10.9,90,10.1
41351,20220616,10,15.9,12.4,64,9.1
41351,20220616,11,17.2,13,59,9.1
41351,20220616,12,15.6,13,73,10.8
41351,20220616,13,17.7,13.9,63,10.6
41351,20220616,14,16.8,13.6,68,10.9
41351,20220616,15,16.4,12.7,63,9.4
41351,20220616,16,16.4,13,66,10
41351,20220616,17,15,12.4,72,10
41351,20220616,18,13.4,11.7,80,10
41351,20220616,19,12.3,11.3,88,10.4
41351,20220616,20,11.6,10.7,89,9.9
41351,20220616,21,9.9,9.5,95,9.2
41351,20220616,22,9.6,9.4,97,9.2
41351,20220616,23,11.8,11.5,96,11.2
41351,20220617,0,10.8,10.3,94,9.9
41351,20220617,1,11.9,11.7,98,11.6
41351,20220617,2,13,12.6,95,12.2
41351,20220617,3,12.3,11.9,95,11.5
41351,20220617,4,11.8,11.5,96,11.2
41351,20220617,5,12,11.8,98,11.7
41351,20220617,6,11,10.9,98,10.7
41351,20220617,7,12.3,12.1,98,12
41351,20220617,8,11.7,11.5,98,11.4
41351,20220617,9,12.8,12.6,98,12.5
41351,20220617,10,14,13.7,97,13.5
41351,20220617,11,14.7,13.8,90,13.1
41351,20220617,12,15.4,14.1,86,13.1
41351,20220617,13,15.4,14,85,12.9
41351,20220617,14,15.7,14,82,12.6
41351,20220617,15,16.3,14,76,12.1
41351,20220617,16,15.5,14.1,85,13
41351,20220617,17,14,12.6,84,11.4
41351,20220617,18,13.5,12.6,90,11.9
41351,20220617,19,12.9,12.4,94,12
41351,20220617,20,12.6,12.3,96,12
41351,20220617,21,11.8,11.5,96,11.2
41351,20220617,22,10.9,10.7,97,10.5
41351,20220617,23,9.9,9.8,98,9.6
41351,20220618,0,9,8.9,98,8.7
41351,20220618,1,8.5,8.4,98,8.2
41351,20220618,2,7.9,7.8,98,7.6
41351,20220618,3,7.6,7.5,99,7.5
41351,20220618,4,7.6,7.5,99,7.5
41351,20220618,5,8.6,8.5,99,8.5
41351,20220618,6,7.6,7.5,99,7.5
41351,20220618,7,8.1,8.1,100,8.1
41351,20220618,8,9.6,9.6,100,9.6
41351,20220618,9,12.5,12.5,100,12.5
41351,20220618,10,14.2,14.1,99,14.1
41351,20220618,11,15.2,14.8,95,14.4
41351,20220618,12,15.1,14.7,96,14.5
41351,20220618,13,15.3,14.9,96,14.7
41351,20220618,14,15.2,14.7,94,14.3
41351,20220618,15,15.3,14.9,95,14.5
41351,20220618,16,15.4,15,96,14.8
41351,20220618,17,15.9,15.5,96,15.3
41351,20220618,18,16.3,15.9,96,15.7
41351,20220618,19,16.1,15.6,95,15.3
41351,20220618,20,15.9,15.4,95,15.1
41351,20220618,21,15.8,15.4,96,15.2
41351,20220618,22,15.4,14.9,94,14.4
41351,20220618,23,15.3,14.9,95,14.5
41351,20220619,0,15.3,15,97,14.8
41351,20220619,1,14.9,14.7,98,14.6
41351,20220619,2,14.7,14.5,98,14.4
41351,20220619,3,14.4,14.2,98,14.1
41351,20220619,4,13.5,13.3,98,13.2
41351,20220619,5,13.3,13.1,98,13
41351,20220619,6,13.2,13,98,12.9
41351,20220619,7,13,12.8,98,12.7
41351,20220619,8,12.8,12.7,99,12.7
41351,20220619,9,13.4,13.2,98,13.1
41351,20220619,10,14,13.7,97,13.5
41351,20220619,11,15.3,13.7,83,12.4
41351,20220619,12,15.2,13.5,82,12.2
41351,20220619,13,15.4,13.8,83,12.5
41351,20220619,14,15.2,13.3,80,11.8
41351,20220619,15,15.8,13.7,78,12
41351,20220619,16,14.8,13.3,83,12
41351,20220619,17,14.1,13,87,12
41351,20220619,18,13.4,12.8,93,12.3
41351,20220619,19,13.1,12.7,95,12.3
41351,20220619,20,11.8,11.5,96,11.2
41351,20220619,21,10.8,10.6,97,10.4
41351,20220619,22,10.7,10.6,98,10.4
41351,20220619,23,10.6,10.1,94,9.7
41351,20220620,0,10.6,9.8,90,9
41351,20220620,1,10.8,9.5,84,8.2
41351,20220620,2,11,9.4,80,7.7
41351,20220620,3,10.7,9,79,7.2
41351,20220620,4,9.8,8.4,81,6.7
41351,20220620,5,9.4,7.8,79,6
41351,20220620,6,9.4,7.7,77,5.6
41351,20220620,7,8.3,6.6,77,4.5
41351,20220620,8,8.4,6.7,76,4.4
41351,20220620,9,9.2,7.1,72,4.4
41351,20220620,10,10.1,7.9,72,5.3
41351,20220620,11,11.6,8.9,67,5.7
41351,20220620,12,12.9,9.2,58,4.9
41351,20220620,13,13.3,9.3,56,4.7
41351,20220620,14,13.4,9.4,56,4.8
41351,20220620,15,13.2,9.4,58,5.1
41351,20220620,16,12.6,9.4,63,5.8
41351,20220620,17,11.3,8.2,63,4.5
41351,20220620,18,10.6,7.9,66,4.5
41351,20220620,19,9.9,7.5,69,4.5
41351,20220620,20,9.1,6.7,68,3.5
41351,20220620,21,8.9,6.3,66,2.9
41351,20220620,22,8.2,5.9,69,2.9
41351,20220620,23,7.8,5.8,72,3.1
41351,20220621,0,7.5,5.6,73,3
41351,20220621,1,7.4,5.7,75,3.3
41351,20220621,2,7.6,5.7,73,3.1
41351,20220621,3,7.5,5.5,72,2.8
41351,20220621,4,7,5.2,74,2.7
41351,20220621,5,6.9,5.2,75,2.8
41351,20220621,6,6.6,5,76,2.7
41351,20220621,7,6.3,4.8,77,2.6
41351,20220621,8,6.6,4.8,74,2.3
41351,20220621,9,8.1,5.9,69,2.8
41351,20220621,10,10,7,62,3.1
41351,20220621,11,11.2,7.6,57,3
41351,20220621,12,12.8,8.8,55,4
41351,20220621,13,13.7,8.9,48,2.9
41351,20220621,14,13.9,9.2,50,3.7
41351,20220621,15,14,9.2,49,3.5
41351,20220621,16,12.4,8.3,53,3.1
41351,20220621,17,10.7,7.5,61,3.5
41351,20220621,18,8.5,6.7,76,4.5
41351,20220621,19,7,5.9,84,4.5
41351,20220621,20,7.5,6.3,82,4.7
41351,20220621,21,7,5.7,81,4
41351,20220621,22,6.6,5.5,84,4.1
41351,20220621,23,7.1,5.7,80,3.9
41351,20220622,0,6,5,84,3.5
41351,20220622,1,6.3,5.4,86,4.2
41351,20220622,2,6.6,5.5,84,4.1
41351,20220622,3,4.4,3.9,91,3.1
41351,20220622,4,3.6,3.3,94,2.7
41351,20220622,5,4.8,4.6,96,4.2
41351,20220622,6,6,4.8,82,3.2
41351,20220622,7,5.2,4.3,86,3.1
41351,20220622,8,5.3,4.4,86,3.2
41351,20220622,9,8.1,6.2,73,3.6
41351,20220622,10,9.8,7.2,67,4
41351,20220622,11,11.5,8.2,61,4.3
41351,20220622,12,12.7,9,58,4.7
41351,20220622,13,13,9.3,58,5
41351,20220622,14,13.2,9.5,59,5.4
41351,20220622,15,13,9.5,61,5.7
41351,20220622,16,13.3,9.5,58,5.2
41351,20220622,17,11.9,8.4,59,4.2
41351,20220622,18,8.6,7.4,83,5.9
41351,20220622,19,7.8,6.8,86,5.6
41351,20220622,20,8,6.9,85,5.7
41351,20220622,21,7,6.3,90,5.5
41351,20220622,22,6.3,5.8,92,5.1
41351,20220622,23,5.1,4.8,95,4.4
